sentence,aspect_term,sentiment,source_file
  Dealing with the support drone on the other end of the chat was sheer torture.,support,negative,Laptop_Train_v2.csv
"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.",Final Cut Pro,positive,Laptop_Train_v2.csv
"The computer runs extremely slowly, whether opening Word or My Computer.",runs,negative,Laptop_Train_v2.csv
"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Mac Snow Leopard O/S,positive,Laptop_Train_v2.csv
"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Win XP,neutral,Laptop_Train_v2.csv
"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Visa,neutral,Laptop_Train_v2.csv
"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Win7,neutral,Laptop_Train_v2.csv
"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",use,positive,Laptop_Train_v2.csv
"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",Startup,neutral,Laptop_Train_v2.csv
"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",shutdown,neutral,Laptop_Train_v2.csv
"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",resume from sleep,neutral,Laptop_Train_v2.csv
"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",screen,positive,Laptop_Train_v2.csv
"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",keyboard,positive,Laptop_Train_v2.csv
"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",fit,positive,Laptop_Train_v2.csv
I have only had PCs with Windows before so this takes a little getting use to.,Windows,neutral,Laptop_Train_v2.csv
super fast processor and really nice graphics card..,processor,positive,Laptop_Train_v2.csv
super fast processor and really nice graphics card..,graphics card,positive,Laptop_Train_v2.csv
"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",size,positive,Laptop_Train_v2.csv
"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",external keyboard,neutral,Laptop_Train_v2.csv
"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",mouse,neutral,Laptop_Train_v2.csv
"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",monitor,neutral,Laptop_Train_v2.csv
The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,windows 7 system,negative,Laptop_Train_v2.csv
"I dislike the weight and size, cubersome.",weight,negative,Laptop_Train_v2.csv
"I dislike the weight and size, cubersome.",size,negative,Laptop_Train_v2.csv
The wheel that turns the volume up and down doesn't work in real time.,wheel,negative,Laptop_Train_v2.csv
I cannot be happier with the service or product.,service,positive,Laptop_Train_v2.csv
"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.",flatline keyboard,positive,Laptop_Train_v2.csv
Speakers doesn't sound that great.,Speakers,negative,Laptop_Train_v2.csv
"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",windows 7,positive,Laptop_Train_v2.csv
"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",ergonomics,negative,Laptop_Train_v2.csv
"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",connections,negative,Laptop_Train_v2.csv
"After numerous calls to Applecare tech support, I was directed to send in my computer;",Applecare tech support,negative,Laptop_Train_v2.csv
"The ""abuse"" is that I pushed the power plug in too hard.",power plug,negative,Laptop_Train_v2.csv
The resolution on the screen is almost pure HD.,resolution on the screen,positive,Laptop_Train_v2.csv
"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",programs,neutral,Laptop_Train_v2.csv
"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",iLife,neutral,Laptop_Train_v2.csv
"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",iWork,neutral,Laptop_Train_v2.csv
"Not sure how I recommend it for quality gaming, as I have a desktop rig for that reason.",gaming,negative,Laptop_Train_v2.csv
"Great value, fast delivery- Computer works as if brand new, no problems, very pleased",delivery,positive,Laptop_Train_v2.csv
"Great value, fast delivery- Computer works as if brand new, no problems, very pleased",value,positive,Laptop_Train_v2.csv
The Internet Explorer was very slow from the very beginning.,Internet Explorer,negative,Laptop_Train_v2.csv
The AC power port becomes loose over time,AC power port,negative,Laptop_Train_v2.csv
"As a user of a PC, I will will admit that the macBook Pro has a better running system in which I found myself ""Getting the job done quicker.",running system,positive,Laptop_Train_v2.csv
"There are no gold key numbers too intall programs, you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time.",programs,negative,Laptop_Train_v2.csv
and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,power supply,positive,Laptop_Train_v2.csv
and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,power supply,negative,Laptop_Train_v2.csv
Enjoy that Toshib force and durability unparalleled,force,positive,Laptop_Train_v2.csv
Enjoy that Toshib force and durability unparalleled,durability,positive,Laptop_Train_v2.csv
Which is great I am running Vista Business and scored a 5.X on the index I have never seen a windows machine have a total score in the 5's.,Vista Business,positive,Laptop_Train_v2.csv
"I use the computer to basically check emails, surf the web, print coupons and for my college papers.",surf the web,neutral,Laptop_Train_v2.csv
"We love the size of the screen, although it is still lightweight and very easy to tote around.",size of the screen,positive,Laptop_Train_v2.csv
"We love the size of the screen, although it is still lightweight and very easy to tote around.",tote,positive,Laptop_Train_v2.csv
so the fact that the computer does not work on the 24 twenty fourth day is my fault.,work,negative,Laptop_Train_v2.csv
"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",use,positive,Laptop_Train_v2.csv
  the battery is irreplaceable.,battery,negative,Laptop_Train_v2.csv
"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",Win 7,positive,Laptop_Train_v2.csv
"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",2GB stick of memory,positive,Laptop_Train_v2.csv
"I have never really been big on downloading anything so I wasn't too worried about getting a virus, plus I thought I was protected by Norton.",Norton,negative,Laptop_Train_v2.csv
"The internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all.",internet,negative,Laptop_Train_v2.csv
"The internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all.",command prompt,negative,Laptop_Train_v2.csv
