sentence,aspect_term,sentiment,source_file
"  My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.",support,negative,data/semeval_2014_absa.csv
"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Bluetooth,neutral,data/semeval_2014_absa.csv
"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Drivers/Applications DVD,neutral,data/semeval_2014_absa.csv
"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Launch Manager,neutral,data/semeval_2014_absa.csv
I also liked the glass screen.,glass screen,positive,data/semeval_2014_absa.csv
The switchable graphic card is pretty sweet when you want gaming on the laptop.,switchable graphic card,positive,data/semeval_2014_absa.csv
The switchable graphic card is pretty sweet when you want gaming on the laptop.,gaming,neutral,data/semeval_2014_absa.csv
"It's not a wear-and-tear issue, not due to user carelessness and most importantly, they CAN'T guarantee the problem will be solved if it is sent for service and I have to accept the outcome.",service,negative,data/semeval_2014_absa.csv
"The battery life has not decreased since I bought it, so i'm thrilled with that.",battery life,positive,data/semeval_2014_absa.csv
"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.",technical support,negative,data/semeval_2014_absa.csv
I bought this notebook and only had it for 3 months If it is overload with updates the BOOT MGR.,BOOT MGR,neutral,data/semeval_2014_absa.csv
Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,recovery cd,negative,data/semeval_2014_absa.csv
The price and features more than met my needs.,price,positive,data/semeval_2014_absa.csv
The price and features more than met my needs.,features,positive,data/semeval_2014_absa.csv
Skype is just so dang cool with this machine too.,Skype,positive,data/semeval_2014_absa.csv
the mouse buttons are hard to push.,mouse buttons,negative,data/semeval_2014_absa.csv
"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",HDD,positive,data/semeval_2014_absa.csv
"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",rails,neutral,data/semeval_2014_absa.csv
"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",hard drive,neutral,data/semeval_2014_absa.csv
All I will say now is that it was over two grand less expensive and so much better quality than my hunk of crap Vaio.,quality,positive,data/semeval_2014_absa.csv
"(Beware, their staff could send you back making you feel that only they know what a computer is.",staff,negative,data/semeval_2014_absa.csv
Games being the main issue.,Games,negative,data/semeval_2014_absa.csv
My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.,GarageBand,neutral,data/semeval_2014_absa.csv
They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,warranty,negative,data/semeval_2014_absa.csv
They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,hard drive,neutral,data/semeval_2014_absa.csv
and looks very sexyy:D  really the mac book pro is the best laptop specially for students in college if you are not caring about price.,price,negative,data/semeval_2014_absa.csv
A great computer for light home use and business use.,home use,positive,data/semeval_2014_absa.csv
A great computer for light home use and business use.,business use,positive,data/semeval_2014_absa.csv
"Even with virus protection, it always turned off when updates were needed and installed.",virus protection,negative,data/semeval_2014_absa.csv
"Even with virus protection, it always turned off when updates were needed and installed.",updates,negative,data/semeval_2014_absa.csv
"Also consider the MS Office apps are all trial versions, hope you have your own copies.",MS Office apps,negative,data/semeval_2014_absa.csv
"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",feature,positive,data/semeval_2014_absa.csv
"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",Windows,positive,data/semeval_2014_absa.csv
"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",games,neutral,data/semeval_2014_absa.csv
The battery life is amazingly long at 7hrs and 5hrs if you use it.,battery life,positive,data/semeval_2014_absa.csv
"lightweight, long battery life, excellent transition from PC;",battery life,positive,data/semeval_2014_absa.csv
The price is another driving influence that made me purchase this laptop.,price,positive,data/semeval_2014_absa.csv
The Nortons virus scan is only for a very short time unlike others that usually are good for a year.,Nortons virus scan,negative,data/semeval_2014_absa.csv
It is stamped and not in pieces therefore it is a stronger more resilient frame.,frame,positive,data/semeval_2014_absa.csv
I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,features,positive,data/semeval_2014_absa.csv
I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,use,positive,data/semeval_2014_absa.csv
Came fully loaded - good.,loaded,positive,data/semeval_2014_absa.csv
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Windows 7,neutral,data/semeval_2014_absa.csv
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Vista,neutral,data/semeval_2014_absa.csv
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Vista,negative,data/semeval_2014_absa.csv
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",windows,neutral,data/semeval_2014_absa.csv
"When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.",Windows XP,conflict,data/semeval_2014_absa.csv
"When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.",Vista,neutral,data/semeval_2014_absa.csv
"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.",key broad,negative,data/semeval_2014_absa.csv
"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.",warranty,negative,data/semeval_2014_absa.csv
"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.","repair ""depot""",negative,data/semeval_2014_absa.csv
  But I needed a laptop for school use.,school use,neutral,data/semeval_2014_absa.csv
This is the complete opposite to an ergonomic design.,design,negative,data/semeval_2014_absa.csv
I would like at least a 4 hr. battery life.,battery life,neutral,data/semeval_2014_absa.csv
The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,programs,negative,data/semeval_2014_absa.csv
"Wireless has not been a issue for me, like some others have meantioned.",Wireless,positive,data/semeval_2014_absa.csv
"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.",battery life,negative,data/semeval_2014_absa.csv
